5014	NULL	Gene Expression
5015	NULL	Gene Expression
5016	NULL	Gene Expression
5017	NULL	Gene Expression
5294	NULL	Gene Expression
5295	NULL	Gene Expression
5296	NULL	Gene Expression
5297	NULL	Gene Expression
5298	NULL	Gene Expression
5299	NULL	Gene Expression
5300	NULL	Gene Expression
5301	NULL	Gene Expression
5302	NULL	Gene Expression
5492	NULL	Gene Expression
5493	NULL	Gene Expression
5494	NULL	Gene Expression
5495	NULL	Gene Expression
5496	NULL	Gene Expression
5497	NULL	Gene Expression
5498	NULL	Gene Expression
5499	NULL	Gene Expression
5500	NULL	Gene Expression
5501	NULL	Gene Expression
5502	NULL	Gene Expression
5503	NULL	Gene Expression
5504	NULL	Gene Expression
5505	NULL	Gene Expression
5506	NULL	Gene Expression
5507	NULL	Gene Expression
5508	NULL	Gene Expression
5509	NULL	Gene Expression
5510	NULL	Gene Expression
5511	NULL	Gene Expression
5512	NULL	Gene Expression
5513	NULL	Gene Expression
5514	NULL	Gene Expression
5515	NULL	Gene Expression
5516	NULL	Gene Expression
5517	NULL	Gene Expression
5560	NULL	Gene Expression
5561	NULL	Gene Expression
5626	NULL	Gene Expression
5627	NULL	Gene Expression
5628	NULL	Gene Expression
5629	NULL	Gene Expression
5630	NULL	Gene Expression
5631	NULL	Gene Expression
5632	NULL	Gene Expression
5633	NULL	Gene Expression
5634	NULL	Gene Expression
5635	NULL	Gene Expression
5636	NULL	Gene Expression
5637	NULL	Gene Expression
5638	NULL	Gene Expression
5639	NULL	Gene Expression
5640	NULL	Gene Expression
5641	NULL	Gene Expression
5642	NULL	Gene Expression
5643	NULL	Gene Expression
5644	NULL	Gene Expression
5645	NULL	Gene Expression
6255	NULL	Gene Expression
6256	NULL	Gene Expression
6257	NULL	Gene Expression
6258	NULL	Gene Expression
6259	NULL	Gene Expression
6260	NULL	Gene Expression
6261	NULL	Gene Expression
6533	NULL	Gene Expression
6534	NULL	Gene Expression
6535	NULL	Gene Expression
6536	NULL	Gene Expression
6537	NULL	Gene Expression
6538	NULL	Gene Expression
6539	NULL	Gene Expression
6540	NULL	Gene Expression
6541	NULL	Gene Expression
6542	NULL	Gene Expression
6543	NULL	Gene Expression
6544	NULL	Gene Expression
6545	NULL	Gene Expression
6546	NULL	Gene Expression
6547	NULL	Gene Expression
6681	NULL	Gene Expression
6682	NULL	Gene Expression
6727	NULL	Gene Expression
6728	NULL	Gene Expression
6729	NULL	Gene Expression
6730	NULL	Gene Expression
6731	NULL	Gene Expression
6732	NULL	Gene Expression
6733	NULL	Gene Expression
6734	NULL	Gene Expression
6735	NULL	Gene Expression
6736	NULL	Gene Expression
7021	NULL	Gene Expression
7155	NULL	Gene Expression
7156	NULL	Gene Expression
7157	NULL	Gene Expression
7158	NULL	Gene Expression
7159	NULL	Gene Expression
7160	NULL	Gene Expression
7161	NULL	Gene Expression
7162	NULL	Gene Expression
7163	NULL	Gene Expression
7164	NULL	Gene Expression
7165	NULL	Gene Expression
7166	NULL	Gene Expression
7258	NULL	Gene Expression
7259	NULL	Gene Expression
7670	NULL	Gene Expression
7671	NULL	Gene Expression
7686	NULL	Gene Expression
7687	NULL	Gene Expression
7950	NULL	Gene Expression
7951	NULL	Gene Expression
7952	NULL	Gene Expression
7953	NULL	Gene Expression
7954	NULL	Gene Expression
7955	NULL	Gene Expression
7956	NULL	Gene Expression
7957	NULL	Gene Expression
7958	NULL	Gene Expression
7959	NULL	Gene Expression
7960	NULL	Gene Expression
7961	NULL	Gene Expression
7986	NULL	Gene Expression
7987	NULL	Gene Expression
7988	NULL	Gene Expression
7989	NULL	Gene Expression
7990	NULL	Gene Expression
7991	NULL	Gene Expression
7992	NULL	Gene Expression
7993	NULL	Gene Expression
8269	NULL	Gene Expression
8361	NULL	Gene Expression
8362	NULL	Gene Expression
8363	NULL	Gene Expression
8364	NULL	Gene Expression
8365	NULL	Gene Expression
8366	NULL	Gene Expression
8424	NULL	Gene Expression
8425	NULL	Gene Expression
8426	NULL	Gene Expression
8435	NULL	Gene Expression
8436	NULL	Gene Expression
8437	NULL	Gene Expression
8438	NULL	Gene Expression
8439	NULL	Gene Expression
8440	NULL	Gene Expression
8441	NULL	Gene Expression
8442	NULL	Gene Expression
8443	NULL	Gene Expression
8444	NULL	Gene Expression
8445	NULL	Gene Expression
8446	NULL	Gene Expression
8447	NULL	Gene Expression
8448	NULL	Gene Expression
8796	NULL	Gene Expression
8797	NULL	Gene Expression
8798	NULL	Gene Expression
8835	NULL	Gene Expression
8836	NULL	Gene Expression
8837	NULL	Gene Expression
8838	NULL	Gene Expression
8839	NULL	Gene Expression
8840	NULL	Gene Expression
8841	NULL	Gene Expression
8842	NULL	Gene Expression
8843	NULL	Gene Expression
8844	NULL	Gene Expression
8845	NULL	Gene Expression
8846	NULL	Gene Expression
8847	NULL	Gene Expression
8848	NULL	Gene Expression
8849	NULL	Gene Expression
8850	NULL	Gene Expression
8851	NULL	Gene Expression
8852	NULL	Gene Expression
8853	NULL	Gene Expression
8854	NULL	Gene Expression
8855	NULL	Gene Expression
8856	NULL	Gene Expression
8857	NULL	Gene Expression
8858	NULL	Gene Expression
8895	NULL	Gene Expression
8896	NULL	Gene Expression
8897	NULL	Gene Expression
8898	NULL	Gene Expression
8899	NULL	Gene Expression
8900	NULL	Gene Expression
9053	NULL	Gene Expression
9054	NULL	Gene Expression
9055	NULL	Gene Expression
9056	NULL	Gene Expression
9057	NULL	Gene Expression
9292	NULL	Gene Expression
9293	NULL	Gene Expression
9294	NULL	Gene Expression
9295	NULL	Gene Expression
9296	NULL	Gene Expression
9297	NULL	Gene Expression
9665	NULL	Gene Expression
9666	NULL	Gene Expression
9667	NULL	Gene Expression
9668	NULL	Gene Expression
9669	NULL	Gene Expression
9670	NULL	Gene Expression
10132	NULL	Gene Expression
10133	NULL	Gene Expression
10134	NULL	Gene Expression
10154	NULL	Gene Expression
10155	NULL	Gene Expression
10156	NULL	Gene Expression
10300	NULL	Gene Expression
10301	NULL	Gene Expression
10302	NULL	Gene Expression
10303	NULL	Gene Expression
10304	NULL	Gene Expression
10305	NULL	Gene Expression
10306	NULL	Gene Expression
10307	NULL	Gene Expression
10308	NULL	Gene Expression
10309	NULL	Gene Expression
10310	NULL	Gene Expression
10311	NULL	Gene Expression
10312	NULL	Gene Expression
10313	NULL	Gene Expression
10314	NULL	Gene Expression
10315	NULL	Gene Expression
10316	NULL	Gene Expression
10317	NULL	Gene Expression
10318	NULL	Gene Expression
10319	NULL	Gene Expression
10320	NULL	Gene Expression
10321	NULL	Gene Expression
10322	NULL	Gene Expression
10586	NULL	Gene Expression
10587	NULL	Gene Expression
10588	NULL	Gene Expression
10589	NULL	Gene Expression
10590	NULL	Gene Expression
10591	NULL	Gene Expression
10592	NULL	Gene Expression
10593	NULL	Gene Expression
10594	NULL	Gene Expression
10595	NULL	Gene Expression
10596	NULL	Gene Expression
10615	NULL	Gene Expression
10968	NULL	Gene Expression
10969	NULL	Gene Expression
10970	NULL	Gene Expression
10971	NULL	Gene Expression
10972	NULL	Gene Expression
11047	NULL	Gene Expression
11232	NULL	Gene Expression
11233	NULL	Gene Expression
11569	NULL	Gene Expression
11570	NULL	Gene Expression
11571	NULL	Gene Expression
11572	NULL	Gene Expression
11573	NULL	Gene Expression
11574	NULL	Gene Expression
11575	NULL	Gene Expression
11576	NULL	Gene Expression
11577	NULL	Gene Expression
11578	NULL	Gene Expression
11579	NULL	Gene Expression
11580	NULL	Gene Expression
11581	NULL	Gene Expression
11582	NULL	Gene Expression
11583	NULL	Gene Expression
11584	NULL	Gene Expression
11585	NULL	Gene Expression
11586	NULL	Gene Expression
11649	NULL	Gene Expression
11651	NULL	Gene Expression
11653	NULL	Gene Expression
11655	NULL	Gene Expression
11657	NULL	Gene Expression
11659	NULL	Gene Expression
11661	NULL	Gene Expression
11663	NULL	Gene Expression
11665	NULL	Gene Expression
11667	NULL	Gene Expression
11669	NULL	Gene Expression
11671	NULL	Gene Expression
11673	NULL	Gene Expression
11675	NULL	Gene Expression
11678	NULL	Gene Expression
11680	NULL	Gene Expression
11682	NULL	Gene Expression
11684	NULL	Gene Expression
11686	NULL	Gene Expression
11697	NULL	Gene Expression
11699	NULL	Gene Expression
11772	NULL	Gene Expression
11773	NULL	Gene Expression
11774	NULL	Gene Expression
11775	NULL	Gene Expression
11776	NULL	Gene Expression
11777	NULL	Gene Expression
11778	NULL	Gene Expression
11779	NULL	Gene Expression
11780	NULL	Gene Expression
11781	NULL	Gene Expression
11782	NULL	Gene Expression
11783	NULL	Gene Expression
11784	NULL	Gene Expression
12723	NULL	Gene Expression
12724	NULL	Gene Expression
12725	NULL	Gene Expression
12726	NULL	Gene Expression
12727	NULL	Gene Expression
12728	NULL	Gene Expression
12729	NULL	Gene Expression
12730	NULL	Gene Expression
12731	NULL	Gene Expression
13101	NULL	Gene Expression
13193	NULL	Gene Expression
13263	NULL	Gene Expression
13264	NULL	Gene Expression
13265	NULL	Gene Expression
13266	NULL	Gene Expression
13267	NULL	Gene Expression
13268	NULL	Gene Expression
13310	NULL	Gene Expression
13311	NULL	Gene Expression
13312	NULL	Gene Expression
13313	NULL	Gene Expression
13314	NULL	Gene Expression
13315	NULL	Gene Expression
13316	NULL	Gene Expression
13317	NULL	Gene Expression
13318	NULL	Gene Expression
13319	NULL	Gene Expression
13320	NULL	Gene Expression
13321	NULL	Gene Expression
13322	NULL	Gene Expression
13323	NULL	Gene Expression
13324	NULL	Gene Expression
13325	NULL	Gene Expression
13326	NULL	Gene Expression
13327	NULL	Gene Expression
13328	NULL	Gene Expression
13329	NULL	Gene Expression
13330	NULL	Gene Expression
13331	NULL	Gene Expression
13334	NULL	Gene Expression
13335	NULL	Gene Expression
13336	NULL	Gene Expression
13337	NULL	Gene Expression
13338	NULL	Gene Expression
13339	NULL	Gene Expression
13340	NULL	Gene Expression
13341	NULL	Gene Expression
13342	NULL	Gene Expression
13343	NULL	Gene Expression
13344	NULL	Gene Expression
13345	NULL	Gene Expression
13346	NULL	Gene Expression
13347	NULL	Gene Expression
13348	NULL	Gene Expression
13349	NULL	Gene Expression
13350	NULL	Gene Expression
13351	NULL	Gene Expression
13352	NULL	Gene Expression
13353	NULL	Gene Expression
13354	NULL	Gene Expression
13355	NULL	Gene Expression
13356	NULL	Gene Expression
13357	NULL	Gene Expression
13618	NULL	Gene Expression
13619	NULL	Gene Expression
13620	NULL	Gene Expression
14192	NULL	Gene Expression
14194	NULL	Gene Expression
14196	NULL	Gene Expression
14197	NULL	Gene Expression
14199	NULL	Gene Expression
14200	NULL	Gene Expression
14201	NULL	Gene Expression
14202	NULL	Gene Expression
14203	NULL	Gene Expression
14204	NULL	Gene Expression
14205	NULL	Gene Expression
14206	NULL	Gene Expression
14207	NULL	Gene Expression
14208	NULL	Gene Expression
14209	NULL	Gene Expression
14210	NULL	Gene Expression
14211	NULL	Gene Expression
14212	NULL	Gene Expression
14213	NULL	Gene Expression
14214	NULL	Gene Expression
14215	NULL	Gene Expression
14590	NULL	Gene Expression
14591	NULL	Gene Expression
14592	NULL	Gene Expression
14593	NULL	Gene Expression
14594	NULL	Gene Expression
14595	NULL	Gene Expression
14615	NULL	Gene Expression
14616	NULL	Gene Expression
14617	NULL	Gene Expression
14668	NULL	Gene Expression
14669	NULL	Gene Expression
14670	NULL	Gene Expression
14671	NULL	Gene Expression
14672	NULL	Gene Expression
14673	NULL	Gene Expression
14674	NULL	Gene Expression
14675	NULL	Gene Expression
14676	NULL	Gene Expression
14677	NULL	Gene Expression
14678	NULL	Gene Expression
14679	NULL	Gene Expression
14680	NULL	Gene Expression
14681	NULL	Gene Expression
14682	NULL	Gene Expression
14683	NULL	Gene Expression
14684	NULL	Gene Expression
14685	NULL	Gene Expression
14686	NULL	Gene Expression
14687	NULL	Gene Expression
14688	NULL	Gene Expression
14689	NULL	Gene Expression
14690	NULL	Gene Expression
14691	NULL	Gene Expression
14692	NULL	Gene Expression
14693	NULL	Gene Expression
14694	NULL	Gene Expression
14695	NULL	Gene Expression
14696	NULL	Gene Expression
14697	NULL	Gene Expression
15233	NULL	Gene Expression
15234	NULL	Gene Expression
15235	NULL	Gene Expression
15236	NULL	Gene Expression
15237	NULL	Gene Expression
15238	NULL	Gene Expression
15239	NULL	Gene Expression
15240	NULL	Gene Expression
15241	NULL	Gene Expression
15242	NULL	Gene Expression
15283	NULL	Gene Expression
15284	NULL	Gene Expression
15331	NULL	Gene Expression
15332	NULL	Gene Expression
15333	NULL	Gene Expression
15334	NULL	Gene Expression
15335	NULL	Gene Expression
15336	NULL	Gene Expression
15337	NULL	Gene Expression
15338	NULL	Gene Expression
15339	NULL	Gene Expression
15340	NULL	Gene Expression
15341	NULL	Gene Expression
15342	NULL	Gene Expression
15343	NULL	Gene Expression
15344	NULL	Gene Expression
15345	NULL	Gene Expression
15346	NULL	Gene Expression
15347	NULL	Gene Expression
15348	NULL	Gene Expression
15349	NULL	Gene Expression
15350	NULL	Gene Expression
15351	NULL	Gene Expression
15352	NULL	Gene Expression
15353	NULL	Gene Expression
15375	NULL	Gene Expression
15376	NULL	Gene Expression
15834	NULL	Gene Expression
15835	NULL	Gene Expression
15870	NULL	Gene Expression
15871	NULL	Gene Expression
15872	NULL	Gene Expression
15873	NULL	Gene Expression
15874	NULL	Gene Expression
15875	NULL	Gene Expression
15876	NULL	Gene Expression
15946	NULL	Gene Expression
15947	NULL	Gene Expression
15948	NULL	Gene Expression
15949	NULL	Gene Expression
15950	NULL	Gene Expression
15951	NULL	Gene Expression
16520	NULL	Gene Expression
16521	NULL	Gene Expression
16522	NULL	Gene Expression
16523	NULL	Gene Expression
16524	NULL	Gene Expression
16525	NULL	Gene Expression
16526	NULL	Gene Expression
16527	NULL	Gene Expression
16528	NULL	Gene Expression
16529	NULL	Gene Expression
16530	NULL	Gene Expression
16531	NULL	Gene Expression
16961	NULL	Gene Expression
16962	NULL	Gene Expression
16963	NULL	Gene Expression
16964	NULL	Gene Expression
16965	NULL	Gene Expression
16966	NULL	Gene Expression
16967	NULL	Gene Expression
17184	NULL	Gene Expression
17185	NULL	Gene Expression
17186	NULL	Gene Expression
17187	NULL	Gene Expression
17188	NULL	Gene Expression
17189	NULL	Gene Expression
17190	NULL	Gene Expression
17191	NULL	Gene Expression
17192	NULL	Gene Expression
17193	NULL	Gene Expression
17194	NULL	Gene Expression
17195	NULL	Gene Expression
17196	NULL	Gene Expression
17197	NULL	Gene Expression
17198	NULL	Gene Expression
17199	NULL	Gene Expression
17200	NULL	Gene Expression
17201	NULL	Gene Expression
17202	NULL	Gene Expression
17203	NULL	Gene Expression
17204	NULL	Gene Expression
17205	NULL	Gene Expression
17206	NULL	Gene Expression
17207	NULL	Gene Expression
17208	NULL	Gene Expression
18272	NULL	Gene Expression
18273	NULL	Gene Expression
18274	NULL	Gene Expression
18275	NULL	Gene Expression
18276	NULL	Gene Expression
18277	NULL	Gene Expression
19314	NULL	Gene Expression
21052	NULL	Gene Expression
21054	NULL	Gene Expression
21057	NULL	Gene Expression
21060	NULL	Gene Expression
21062	NULL	Gene Expression
21065	NULL	Gene Expression
21067	NULL	Gene Expression
21070	NULL	Gene Expression
21072	NULL	Gene Expression
21074	NULL	Gene Expression
21076	NULL	Gene Expression
21078	NULL	Gene Expression
21080	NULL	Gene Expression
21082	NULL	Gene Expression
21085	NULL	Gene Expression
21088	NULL	Gene Expression
21090	NULL	Gene Expression
21093	NULL	Gene Expression
21095	NULL	Gene Expression
21098	NULL	Gene Expression
21100	NULL	Gene Expression
21102	NULL	Gene Expression
21104	NULL	Gene Expression
21106	NULL	Gene Expression
21108	NULL	Gene Expression
21110	NULL	Gene Expression
21112	NULL	Gene Expression
21114	NULL	Gene Expression
21116	NULL	Gene Expression
21679	NULL	Gene Expression
21680	NULL	Gene Expression
21681	NULL	Gene Expression
21682	NULL	Gene Expression
21683	NULL	Gene Expression
21684	NULL	Gene Expression
21685	NULL	Gene Expression
21686	NULL	Gene Expression
21687	NULL	Gene Expression
21688	NULL	Gene Expression
21689	NULL	Gene Expression
21690	NULL	Gene Expression
21691	NULL	Gene Expression
21801	NULL	Gene Expression
21802	NULL	Gene Expression
21803	NULL	Gene Expression
21804	NULL	Gene Expression
21805	NULL	Gene Expression
21806	NULL	Gene Expression
21807	NULL	Gene Expression
21808	NULL	Gene Expression
21809	NULL	Gene Expression
21810	NULL	Gene Expression
21811	NULL	Gene Expression
21812	NULL	Gene Expression
21813	NULL	Gene Expression
21814	NULL	Gene Expression
21815	NULL	Gene Expression
21816	NULL	Gene Expression
21817	NULL	Gene Expression
21818	NULL	Gene Expression
21819	NULL	Gene Expression
21820	NULL	Gene Expression
21821	NULL	Gene Expression
21822	NULL	Gene Expression
21823	NULL	Gene Expression
21824	NULL	Gene Expression
21825	NULL	Gene Expression
21826	NULL	Gene Expression
21827	NULL	Gene Expression
21828	NULL	Gene Expression
21829	NULL	Gene Expression
21830	NULL	Gene Expression
21906	NULL	Gene Expression
21907	NULL	Gene Expression
21908	NULL	Gene Expression
21909	NULL	Gene Expression
21910	NULL	Gene Expression
21911	NULL	Gene Expression
21912	NULL	Gene Expression
21913	NULL	Gene Expression
21914	NULL	Gene Expression
22091	NULL	Gene Expression
22092	NULL	Gene Expression
22093	NULL	Gene Expression
23185	NULL	Gene Expression
23186	NULL	Gene Expression
23187	NULL	Gene Expression
23188	NULL	Gene Expression
23189	NULL	Gene Expression
23190	NULL	Gene Expression
23191	NULL	Gene Expression
23192	NULL	Gene Expression
23193	NULL	Gene Expression
23194	NULL	Gene Expression
23920	NULL	Gene Expression
23921	NULL	Gene Expression
23922	NULL	Gene Expression
24216	NULL	Gene Expression
24217	NULL	Gene Expression
24218	NULL	Gene Expression
24219	NULL	Gene Expression
24220	NULL	Gene Expression
24221	NULL	Gene Expression
24222	NULL	Gene Expression
24223	NULL	Gene Expression
25296	NULL	Gene Expression
25297	NULL	Gene Expression
25298	NULL	Gene Expression
25299	NULL	Gene Expression
25300	NULL	Gene Expression
25358	NULL	Gene Expression
25385	NULL	Gene Expression
25386	NULL	Gene Expression
25387	NULL	Gene Expression
25388	NULL	Gene Expression
25389	NULL	Gene Expression
25390	NULL	Gene Expression
25391	NULL	Gene Expression
25392	NULL	Gene Expression
25420	NULL	Gene Expression
25421	NULL	Gene Expression
25422	NULL	Gene Expression
25423	NULL	Gene Expression
25424	NULL	Gene Expression
29927	NULL	Gene Expression
29929	NULL	Gene Expression
29931	NULL	Gene Expression
29933	NULL	Gene Expression
29935	NULL	Gene Expression
29937	NULL	Gene Expression
29939	NULL	Gene Expression
29941	NULL	Gene Expression
29943	NULL	Gene Expression
29945	NULL	Gene Expression
29947	NULL	Gene Expression
29949	NULL	Gene Expression
29951	NULL	Gene Expression
29953	NULL	Gene Expression
29955	NULL	Gene Expression
29957	NULL	Gene Expression
29959	NULL	Gene Expression
29961	NULL	Gene Expression
29963	NULL	Gene Expression
29965	NULL	Gene Expression
29967	NULL	Gene Expression
29969	NULL	Gene Expression
29971	NULL	Gene Expression
29973	NULL	Gene Expression
29975	NULL	Gene Expression
29977	NULL	Gene Expression
29978	NULL	Gene Expression
29980	NULL	Gene Expression
30052	NULL	Gene Expression
30053	NULL	Gene Expression
30054	NULL	Gene Expression
30055	NULL	Gene Expression
30056	NULL	Gene Expression
30057	NULL	Gene Expression
30058	NULL	Gene Expression
30059	NULL	Gene Expression
30060	NULL	Gene Expression
30061	NULL	Gene Expression
31097	NULL	Gene Expression
31267	NULL	Gene Expression
31268	NULL	Gene Expression
31269	NULL	Gene Expression
31303	NULL	Gene Expression
32846	NULL	Gene Expression
33223	NULL	Gene Expression
33224	NULL	Gene Expression
33225	NULL	Gene Expression
33226	NULL	Gene Expression
33227	NULL	Gene Expression
33228	NULL	Gene Expression
33229	NULL	Gene Expression
33230	NULL	Gene Expression
33231	NULL	Gene Expression
33232	NULL	Gene Expression
33233	NULL	Gene Expression
33234	NULL	Gene Expression
33235	NULL	Gene Expression
33236	NULL	Gene Expression
33237	NULL	Gene Expression
33238	NULL	Gene Expression
33239	NULL	Gene Expression
33240	NULL	Gene Expression
33241	NULL	Gene Expression
33254	NULL	Gene Expression
33255	NULL	Gene Expression
33256	NULL	Gene Expression
33257	NULL	Gene Expression
34328	NULL	Gene Expression
34329	NULL	Gene Expression
34330	NULL	Gene Expression
34331	NULL	Gene Expression
34332	NULL	Gene Expression
34333	NULL	Gene Expression
34334	NULL	Gene Expression
34335	NULL	Gene Expression
34336	NULL	Gene Expression
34337	NULL	Gene Expression
34338	NULL	Gene Expression
34339	NULL	Gene Expression
34340	NULL	Gene Expression
34481	NULL	Gene Expression
34482	NULL	Gene Expression
34483	NULL	Gene Expression
34484	NULL	Gene Expression
34485	NULL	Gene Expression
34486	NULL	Gene Expression
34487	NULL	Gene Expression
34488	NULL	Gene Expression
34489	NULL	Gene Expression
34490	NULL	Gene Expression
34491	NULL	Gene Expression
34835	NULL	Gene Expression
34836	NULL	Gene Expression
34869	NULL	Gene Expression
35952	NULL	Gene Expression
35953	NULL	Gene Expression
35954	NULL	Gene Expression
35955	NULL	Gene Expression
35956	NULL	Gene Expression
35957	NULL	Gene Expression
35958	NULL	Gene Expression
35959	NULL	Gene Expression
36571	NULL	Gene Expression
36701	NULL	Gene Expression
36702	NULL	Gene Expression
36703	NULL	Gene Expression
36743	NULL	Gene Expression
36744	NULL	Gene Expression
36745	NULL	Gene Expression
36746	NULL	Gene Expression
36864	NULL	Gene Expression
36865	NULL	Gene Expression
36866	NULL	Gene Expression
36867	NULL	Gene Expression
36868	NULL	Gene Expression
36869	NULL	Gene Expression
36870	NULL	Gene Expression
36871	NULL	Gene Expression
36872	NULL	Gene Expression
36873	NULL	Gene Expression
36874	NULL	Gene Expression
36875	NULL	Gene Expression
36876	NULL	Gene Expression
37063	NULL	Gene Expression
37064	NULL	Gene Expression
37065	NULL	Gene Expression
37066	NULL	Gene Expression
37067	NULL	Gene Expression
37068	NULL	Gene Expression
37069	NULL	Gene Expression
37396	NULL	Gene Expression
37397	NULL	Gene Expression
37398	NULL	Gene Expression
37399	NULL	Gene Expression
37400	NULL	Gene Expression
37401	NULL	Gene Expression
37402	NULL	Gene Expression
37403	NULL	Gene Expression
37404	NULL	Gene Expression
37405	NULL	Gene Expression
37406	NULL	Gene Expression
37407	NULL	Gene Expression
37408	NULL	Gene Expression
37409	NULL	Gene Expression
37410	NULL	Gene Expression
37412	NULL	Gene Expression
37413	NULL	Gene Expression
37414	NULL	Gene Expression
37415	NULL	Gene Expression
37416	NULL	Gene Expression
37417	NULL	Gene Expression
37418	NULL	Gene Expression
37419	NULL	Gene Expression
37420	NULL	Gene Expression
37421	NULL	Gene Expression
37422	NULL	Gene Expression
37423	NULL	Gene Expression
37424	NULL	Gene Expression
37425	NULL	Gene Expression
37666	NULL	Gene Expression
37667	NULL	Gene Expression
37668	NULL	Gene Expression
37669	NULL	Gene Expression
37670	NULL	Gene Expression
37671	NULL	Gene Expression
37672	NULL	Gene Expression
37712	NULL	Gene Expression
37713	NULL	Gene Expression
37714	NULL	Gene Expression
37715	NULL	Gene Expression
37716	NULL	Gene Expression
37717	NULL	Gene Expression
37718	NULL	Gene Expression
37719	NULL	Gene Expression
37720	NULL	Gene Expression
37721	NULL	Gene Expression
37722	NULL	Gene Expression
37723	NULL	Gene Expression
37724	NULL	Gene Expression
37725	NULL	Gene Expression
37726	NULL	Gene Expression
37727	NULL	Gene Expression
38403	NULL	Gene Expression
38857	NULL	Gene Expression
38858	NULL	Gene Expression
38859	NULL	Gene Expression
38860	NULL	Gene Expression
38861	NULL	Gene Expression
38862	NULL	Gene Expression
38863	NULL	Gene Expression
38864	NULL	Gene Expression
38865	NULL	Gene Expression
43078	NULL	Gene Expression
43080	NULL	Gene Expression
43082	NULL	Gene Expression
43084	NULL	Gene Expression
43086	NULL	Gene Expression
43088	NULL	Gene Expression
43091	NULL	Gene Expression
43316	NULL	Gene Expression
43318	NULL	Gene Expression
43390	NULL	Gene Expression
43391	NULL	Gene Expression
43392	NULL	Gene Expression
43393	NULL	Gene Expression
43394	NULL	Gene Expression
43395	NULL	Gene Expression
43396	NULL	Gene Expression
43397	NULL	Gene Expression
43398	NULL	Gene Expression
43399	NULL	Gene Expression
43400	NULL	Gene Expression
43401	NULL	Gene Expression
43534	NULL	Gene Expression
